LotFrontage,LotArea,LotShape,OverallQual,OverallCond,MasVnrArea,ExterQual,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_NA,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NA,MoSold_1,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MoSold_10,MoSold_11,MoSold_12,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010
69.0,10624,0.0,4.0,3.0,84.0,3.0,4.0,2.0,40,264,1424,1728,4.0,1728,0,0,1728,0,1,2,0,6,2,3.0,10,0,3.0,1,352,155,0,0,0,0,0,0,119000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
70.0,8176,3.0,4.0,5.0,0.0,3.0,4.0,5.0,846,0,210,1056,1.0,1056,0,0,1056,1,0,1,0,3,1,3.0,6,0,2.0,1,308,0,0,0,0,0,0,0,139000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
85.0,10655,0.0,7.0,4.0,296.0,2.0,2.0,2.0,1124,479,1603,3206,0.0,1629,0,0,1629,1,0,2,0,3,1,2.0,7,1,2.0,3,880,0,0,0,0,0,0,0,284000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
59.0,8198,3.0,6.0,4.0,146.0,2.0,2.0,2.0,720,0,638,1358,0.0,1358,0,0,1358,1,0,2,0,2,1,2.0,6,1,2.0,2,484,192,30,0,0,0,0,0,207000,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
59.0,9042,0.0,5.0,4.0,0.0,3.0,2.0,2.0,828,0,115,943,2.0,943,695,0,1638,1,0,2,1,3,1,3.0,7,2,0.0,2,472,100,38,0,0,0,0,0,192000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
69.0,164660,0.0,4.0,5.0,0.0,3.0,4.0,0.0,1249,147,103,1499,0.0,1619,167,0,1786,2,0,2,0,3,1,3.0,7,2,0.0,2,529,670,0,0,0,0,0,700,228950,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
86.0,14157,0.0,8.0,4.0,200.0,2.0,0.0,2.0,1249,0,673,1922,0.0,1922,0,0,1922,1,0,2,0,3,1,2.0,8,1,0.0,3,676,178,51,0,0,0,0,0,377426,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
70.0,9135,3.0,6.0,4.0,113.0,2.0,2.0,2.0,810,0,726,1536,0.0,1536,0,0,1536,1,0,2,0,3,1,2.0,7,0,2.0,2,532,192,74,0,0,0,0,0,214000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
91.0,14145,3.0,6.0,6.0,0.0,2.0,2.0,0.0,213,0,995,1208,0.0,1621,0,0,1621,1,0,2,0,3,1,2.0,8,0,2.0,2,440,108,45,0,0,0,0,400,202500,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
66.0,12400,0.0,5.0,6.0,176.0,3.0,4.0,5.0,585,0,630,1215,4.0,1215,0,0,1215,0,0,1,0,3,1,3.0,6,0,3.0,1,297,0,0,0,0,234,0,0,155000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
85.0,14191,3.0,7.0,4.0,0.0,2.0,2.0,6.0,0,0,967,967,0.0,993,915,0,1908,0,0,2,1,4,1,2.0,9,0,0.0,2,431,135,0,0,0,0,0,0,202900,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
60.0,8400,3.0,3.0,3.0,0.0,1.0,4.0,6.0,0,0,721,721,2.0,841,0,0,841,0,0,1,0,2,1,3.0,4,0,3.0,1,294,250,0,24,0,0,0,0,82000,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
69.0,8544,3.0,2.0,3.0,340.0,3.0,3.0,4.0,0,0,0,0,1.0,1040,0,0,1040,0,0,2,0,2,2,3.0,6,0,3.0,2,400,0,0,0,0,0,0,0,87500,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
63.0,8849,0.0,8.0,4.0,616.0,0.0,0.0,2.0,28,0,1656,1684,0.0,1684,0,0,1684,0,0,2,0,2,1,0.0,6,1,2.0,2,564,495,72,0,0,0,0,0,266000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36.0,2592,3.0,4.0,2.0,0.0,3.0,2.0,5.0,129,232,175,536,4.0,536,576,0,1112,0,0,1,1,3,1,3.0,4,0,3.0,1,336,182,0,0,0,0,0,0,85000,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
65.0,6435,3.0,5.0,4.0,0.0,3.0,4.0,6.0,0,0,972,972,2.0,972,605,0,1577,0,0,1,0,3,1,1.0,6,1,3.0,1,312,0,0,0,0,0,0,0,140200,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
69.0,12772,0.0,5.0,7.0,0.0,3.0,4.0,1.0,498,0,460,958,4.0,958,0,0,958,0,0,1,0,2,1,3.0,5,0,2.0,1,301,0,0,0,0,0,0,15500,151500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
69.0,17600,0.0,5.0,4.0,30.0,3.0,4.0,1.0,1270,0,208,1478,0.0,1478,0,0,1478,1,0,2,0,3,1,3.0,6,2,3.0,2,498,0,40,0,0,0,0,0,157500,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,2448,3.0,6.0,4.0,106.0,2.0,2.0,2.0,573,0,191,764,0.0,764,862,0,1626,1,0,2,1,2,1,2.0,6,0,2.0,2,474,0,27,0,0,0,0,0,154000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
56.0,20431,1.0,8.0,4.0,870.0,0.0,0.0,2.0,1410,0,438,1848,0.0,1848,880,0,2728,1,0,2,1,4,1,0.0,10,2,0.0,3,706,0,0,0,0,0,0,0,437154,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
68.0,7820,0.0,8.0,4.0,362.0,0.0,0.0,6.0,0,0,1869,1869,0.0,1869,0,0,1869,0,0,2,0,2,1,0.0,6,1,2.0,2,617,210,54,0,0,0,0,0,318061,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
69.0,5271,0.0,6.0,4.0,0.0,3.0,2.0,2.0,1082,0,371,1453,2.0,1453,0,0,1453,1,0,1,1,2,1,2.0,6,1,2.0,2,445,0,80,0,0,184,0,0,190000,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
60.0,9084,3.0,4.0,5.0,0.0,3.0,4.0,3.0,236,380,0,616,4.0,616,495,0,1111,0,1,1,0,3,1,3.0,5,0,3.0,1,200,48,0,0,0,0,0,0,95000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60.0,8520,3.0,5.0,7.0,0.0,3.0,4.0,6.0,0,0,624,624,2.0,720,0,0,720,0,0,1,0,2,1,3.0,5,0,3.0,2,484,106,0,0,0,0,0,0,105900,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60.0,8400,3.0,5.0,4.0,0.0,3.0,4.0,3.0,388,0,552,940,0.0,1192,403,0,1595,0,0,1,0,2,1,3.0,6,2,3.0,1,240,0,0,108,0,0,0,0,140000,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
105.0,11249,1.0,5.0,4.0,0.0,2.0,2.0,0.0,334,544,322,1200,0.0,1200,0,0,1200,1,0,2,0,3,1,2.0,6,0,2.0,2,521,0,26,0,0,0,0,0,177500,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
69.0,9248,0.0,5.0,5.0,106.0,3.0,2.0,2.0,560,0,598,1158,2.0,1167,0,0,1167,1,0,2,0,3,1,2.0,6,0,2.0,2,400,120,26,0,0,0,0,0,173000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
44.0,4224,3.0,4.0,4.0,0.0,3.0,2.0,0.0,874,0,268,1142,4.0,1142,0,0,1142,1,0,1,1,3,1,3.0,6,1,0.0,2,528,536,90,0,0,0,0,0,134000,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
92.0,6930,0.0,4.0,3.0,120.0,3.0,4.0,1.0,300,294,468,1062,0.0,1352,0,0,1352,0,1,1,0,3,1,2.0,6,0,3.0,1,288,168,0,294,0,0,0,0,130000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
78.0,12011,0.0,7.0,4.0,530.0,2.0,2.0,2.0,956,0,130,1086,0.0,1086,838,0,1924,1,0,2,1,3,1,2.0,7,1,2.0,2,592,208,75,0,0,374,0,0,280000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
69.0,7540,0.0,5.0,5.0,0.0,3.0,2.0,2.0,773,0,115,888,0.0,912,0,0,912,1,0,1,0,2,1,3.0,5,1,2.0,2,470,0,0,0,0,192,0,0,156000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
69.0,9144,3.0,4.0,4.0,0.0,3.0,4.0,5.0,399,0,484,883,2.0,988,517,0,1505,1,0,1,0,3,1,3.0,8,0,3.0,1,240,0,0,0,0,0,0,0,145000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
64.0,7301,3.0,6.0,4.0,500.0,2.0,3.0,4.0,0,0,0,0,0.0,495,1427,0,1922,0,0,3,0,4,1,2.0,7,1,2.0,2,672,0,0,177,0,0,0,0,198500,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
21.0,1680,3.0,5.0,7.0,510.0,3.0,4.0,0.0,162,0,321,483,2.0,483,504,0,987,0,0,1,1,2,1,2.0,5,0,3.0,1,264,250,0,0,0,0,0,0,118000,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
69.0,18800,0.0,5.0,4.0,120.0,3.0,2.0,2.0,712,0,84,796,4.0,790,784,0,1574,1,0,2,1,3,1,3.0,6,1,0.0,2,566,306,111,0,0,0,0,0,190000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
59.0,10690,3.0,4.0,6.0,0.0,3.0,4.0,5.0,456,0,216,672,2.0,672,672,0,1344,0,0,1,0,3,1,3.0,6,0,3.0,1,468,0,128,218,0,0,0,0,147000,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
69.0,9500,0.0,5.0,4.0,247.0,3.0,2.0,1.0,609,0,785,1394,2.0,1394,0,0,1394,1,0,1,1,3,1,3.0,6,2,2.0,2,514,0,76,0,0,185,0,0,159000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
101.0,9150,0.0,5.0,4.0,305.0,3.0,2.0,2.0,371,0,728,1099,2.0,1431,0,0,1431,0,1,1,0,3,1,3.0,6,1,2.0,1,296,64,110,0,0,0,0,0,165000,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
78.0,7800,3.0,4.0,5.0,200.0,3.0,4.0,3.0,540,0,728,1268,2.0,1268,0,0,1268,0,0,1,0,2,1,3.0,7,1,0.0,1,244,0,98,0,0,0,0,0,132000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69.0,9830,0.0,4.0,6.0,0.0,3.0,4.0,0.0,72,258,733,1063,0.0,1287,0,0,1287,1,0,1,0,3,1,2.0,7,1,0.0,2,576,364,17,0,0,182,0,0,162000,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69.0,8121,0.0,5.0,4.0,0.0,3.0,2.0,6.0,0,0,953,953,0.0,953,711,0,1664,0,0,2,1,3,1,3.0,7,1,2.0,2,460,100,40,0,0,0,0,0,172400,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80.0,17120,3.0,3.0,3.0,0.0,3.0,3.0,4.0,0,0,0,0,4.0,1120,468,0,1588,0,0,2,0,4,1,3.0,7,1,0.0,2,680,0,59,0,0,0,0,0,134432,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50.0,7175,3.0,5.0,4.0,0.0,3.0,2.0,0.0,623,121,0,744,4.0,752,0,0,752,1,0,1,0,2,1,3.0,4,0,3.0,1,264,353,0,0,0,90,0,0,125000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79.0,10634,3.0,4.0,5.0,0.0,3.0,4.0,1.0,428,180,0,608,4.0,1319,0,0,1319,1,0,1,0,3,1,3.0,5,0,3.0,1,270,66,0,0,0,0,0,0,123000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
65.0,8200,3.0,6.0,4.0,0.0,2.0,2.0,6.0,0,0,847,847,0.0,847,1081,0,1928,0,0,2,1,4,1,2.0,8,1,0.0,2,434,100,48,0,0,0,0,0,219500,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
69.0,10020,0.0,0.0,0.0,0.0,1.0,1.0,1.0,350,0,333,683,2.0,904,0,0,904,1,0,0,1,1,1,1.0,4,0,1.0,0,0,0,0,0,0,0,0,0,61000,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57.0,8846,0.0,4.0,4.0,0.0,2.0,2.0,2.0,298,0,572,870,0.0,914,0,0,914,0,0,1,0,2,1,3.0,5,0,3.0,2,576,0,0,0,0,0,0,0,148000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
102.0,11143,0.0,7.0,4.0,0.0,2.0,2.0,6.0,0,0,1580,1580,0.0,1580,886,0,2466,0,0,3,0,4,1,2.0,8,1,2.0,2,610,159,214,0,0,0,0,0,340000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
88.0,11394,3.0,8.0,1.0,350.0,2.0,0.0,2.0,1445,0,411,1856,0.0,1856,0,0,1856,1,0,1,1,1,1,0.0,8,1,0.0,3,834,113,0,0,0,0,0,0,394432,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60.0,8123,0.0,5.0,4.0,16.0,3.0,2.0,6.0,0,0,982,982,0.0,1007,793,0,1800,0,0,2,1,3,1,3.0,7,1,0.0,2,463,100,63,0,0,0,0,0,179000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
50.0,5000,3.0,4.0,5.0,0.0,3.0,4.0,3.0,218,0,808,1026,4.0,1026,665,0,1691,0,0,2,0,3,1,2.0,6,1,3.0,1,308,0,0,242,0,0,0,0,127000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60.0,7200,3.0,6.0,4.0,0.0,2.0,2.0,6.0,0,0,1293,1293,0.0,1301,0,0,1301,1,0,2,0,2,1,2.0,5,1,2.0,2,572,216,121,0,0,0,0,0,187750,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
79.0,9245,0.0,6.0,4.0,0.0,2.0,2.0,6.0,0,0,939,939,0.0,939,858,0,1797,0,0,2,1,3,1,2.0,8,0,2.0,2,639,144,53,0,0,0,0,0,213500,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
60.0,9000,3.0,5.0,2.0,0.0,3.0,1.0,6.0,0,0,784,784,4.0,784,0,0,784,0,0,1,0,2,1,3.0,5,0,3.0,2,360,0,0,91,0,0,0,0,76000,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
