,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
1542,29,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,189,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
1543,45,services,married,high.school,no,yes,no,telephone,jul,tue,68,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1544,58,retired,married,professional.course,,no,no,telephone,jul,tue,44,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1545,54,retired,divorced,university.degree,no,yes,no,cellular,jul,tue,152,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1546,30,admin.,single,high.school,no,yes,no,cellular,jul,tue,1352,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
1547,41,services,divorced,high.school,no,yes,no,cellular,jul,tue,77,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1548,40,management,married,university.degree,no,no,no,cellular,jul,tue,314,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1549,33,services,single,high.school,no,yes,no,cellular,jul,tue,714,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
1550,35,blue-collar,married,,,no,no,cellular,jul,tue,560,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
1551,38,blue-collar,married,basic.4y,,no,no,cellular,jul,tue,690,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
1552,37,services,single,high.school,no,no,no,cellular,jul,tue,108,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1553,24,blue-collar,married,professional.course,no,no,no,cellular,jul,tue,273,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1554,24,blue-collar,single,basic.6y,no,no,no,cellular,jul,tue,115,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1555,25,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,tue,599,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1556,26,blue-collar,single,basic.6y,,no,no,cellular,jul,tue,188,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1557,38,housemaid,married,basic.4y,,no,no,cellular,jul,tue,136,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1558,22,services,single,high.school,no,yes,no,cellular,jul,tue,246,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1559,27,blue-collar,single,basic.6y,no,no,no,cellular,jul,tue,1508,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
1560,28,technician,single,high.school,no,yes,no,cellular,jul,tue,662,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1561,27,admin.,single,university.degree,,yes,no,cellular,jul,tue,77,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1562,27,admin.,single,university.degree,,yes,no,cellular,jul,tue,282,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1563,27,blue-collar,married,basic.6y,,yes,no,cellular,jul,tue,163,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1564,43,entrepreneur,married,university.degree,,yes,no,cellular,jul,tue,307,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1565,25,services,single,,no,yes,no,cellular,jul,tue,598,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
1566,58,retired,married,basic.4y,no,no,no,cellular,jul,tue,139,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1567,30,admin.,single,high.school,no,yes,no,telephone,jul,tue,249,21,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1568,28,technician,single,high.school,no,no,no,cellular,jul,tue,100,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1569,58,retired,married,basic.4y,no,yes,no,cellular,jul,tue,216,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1570,27,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,tue,246,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1571,46,blue-collar,married,basic.4y,,no,no,cellular,jul,tue,203,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1572,26,admin.,single,university.degree,no,yes,no,cellular,jul,tue,1287,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1573,37,self-employed,divorced,professional.course,no,yes,no,cellular,jul,tue,437,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1574,38,technician,married,high.school,no,yes,no,cellular,jul,tue,1037,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
1575,28,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,143,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1576,29,blue-collar,single,basic.9y,,no,no,cellular,jul,tue,534,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1577,29,blue-collar,single,basic.9y,,yes,yes,cellular,jul,tue,532,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1578,31,blue-collar,married,,,no,no,cellular,jul,tue,1608,13,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
1579,59,technician,divorced,basic.9y,no,yes,no,cellular,jul,wed,85,13,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1580,36,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,187,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1581,26,services,single,high.school,no,yes,no,cellular,jul,wed,75,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1582,35,admin.,married,professional.course,no,yes,no,cellular,jul,wed,194,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1583,31,admin.,single,high.school,no,yes,no,cellular,jul,wed,926,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
1584,23,admin.,single,professional.course,no,no,yes,cellular,jul,wed,190,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1585,35,admin.,married,high.school,no,no,no,cellular,jul,wed,223,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1586,34,services,married,high.school,no,no,no,cellular,jul,wed,235,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1587,37,unemployed,single,basic.9y,,yes,yes,cellular,jul,wed,633,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
1588,44,technician,married,professional.course,no,no,no,cellular,jul,wed,115,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1589,57,admin.,married,basic.9y,no,no,yes,cellular,jul,wed,194,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1590,24,services,single,basic.9y,no,yes,no,telephone,jul,wed,163,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1591,30,management,married,university.degree,no,yes,no,cellular,jul,wed,280,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1592,32,technician,single,high.school,no,no,no,telephone,jul,wed,40,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1593,38,blue-collar,married,high.school,no,yes,no,cellular,jul,wed,122,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1594,51,blue-collar,single,basic.4y,,yes,no,telephone,jul,wed,70,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1595,26,services,single,high.school,no,no,no,cellular,jul,wed,172,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1596,33,management,married,high.school,no,yes,no,cellular,jul,wed,155,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1597,53,services,married,high.school,no,no,yes,cellular,jul,wed,159,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1598,28,admin.,married,university.degree,no,yes,no,cellular,jul,wed,529,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
1599,59,retired,married,university.degree,,no,no,cellular,jul,wed,108,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1600,36,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,335,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1601,32,technician,married,professional.course,no,yes,no,cellular,jul,wed,172,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1602,29,technician,single,university.degree,no,yes,yes,cellular,jul,wed,166,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1603,29,technician,single,university.degree,no,no,no,cellular,jul,wed,259,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1604,30,management,married,university.degree,no,yes,no,cellular,jul,wed,957,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
1605,50,self-employed,divorced,university.degree,,yes,no,cellular,jul,wed,544,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1606,26,admin.,single,university.degree,no,no,no,cellular,jul,wed,203,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1607,23,admin.,single,professional.course,no,no,no,cellular,jul,wed,580,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1608,51,admin.,married,basic.9y,,yes,no,cellular,jul,wed,228,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
1609,30,technician,divorced,professional.course,no,no,no,cellular,jul,wed,180,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1610,30,technician,divorced,professional.course,no,no,yes,cellular,jul,wed,808,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
1611,27,blue-collar,single,basic.9y,,yes,no,cellular,jul,wed,1309,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
1612,48,technician,divorced,professional.course,no,no,no,cellular,jul,wed,127,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1613,34,management,married,university.degree,no,no,no,cellular,jul,wed,85,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1614,29,self-employed,married,professional.course,,yes,yes,cellular,jul,wed,683,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
1615,24,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,84,13,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1616,32,technician,married,university.degree,no,yes,no,cellular,jul,thu,357,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1617,41,entrepreneur,single,high.school,no,yes,yes,cellular,jul,thu,21,20,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1618,56,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,119,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1619,27,services,single,university.degree,no,no,yes,cellular,jul,thu,200,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1620,29,admin.,single,university.degree,no,yes,no,cellular,jul,thu,281,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1621,44,blue-collar,married,basic.9y,,yes,no,cellular,jul,thu,101,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1622,59,technician,married,university.degree,,no,yes,cellular,jul,thu,459,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1623,25,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,thu,212,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1624,43,entrepreneur,married,high.school,no,yes,no,cellular,jul,thu,380,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1625,41,entrepreneur,single,high.school,no,yes,no,cellular,jul,thu,1204,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1626,56,services,married,high.school,,no,yes,cellular,jul,thu,775,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1627,49,blue-collar,married,basic.9y,,no,no,cellular,jul,thu,71,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1628,57,self-employed,married,university.degree,no,no,yes,cellular,jul,thu,1441,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1629,53,blue-collar,married,,,,,telephone,jul,thu,747,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1630,39,services,divorced,high.school,no,no,no,cellular,jul,thu,151,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1631,43,blue-collar,married,basic.9y,,no,no,cellular,jul,thu,401,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1632,57,technician,married,professional.course,no,yes,no,cellular,jul,thu,147,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1633,43,technician,married,professional.course,,yes,no,telephone,jul,thu,193,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1634,37,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,211,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1635,34,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,thu,1491,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1636,51,admin.,married,university.degree,,no,no,cellular,jul,thu,229,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1637,48,admin.,married,high.school,no,yes,no,cellular,jul,thu,903,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1638,55,,married,basic.4y,no,yes,no,cellular,jul,thu,1298,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1639,50,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,thu,150,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1640,50,management,married,professional.course,no,,,cellular,jul,thu,230,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1641,51,management,married,university.degree,,no,no,cellular,jul,thu,901,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1642,48,unemployed,married,basic.6y,no,no,no,cellular,jul,thu,1850,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1643,49,management,married,high.school,no,no,no,telephone,jul,thu,258,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1644,48,blue-collar,married,,no,no,no,cellular,jul,thu,730,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1645,43,blue-collar,married,basic.9y,,yes,no,cellular,jul,thu,732,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1646,47,technician,divorced,high.school,no,yes,no,cellular,jul,thu,303,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1647,45,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,367,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1648,47,technician,divorced,high.school,no,no,yes,cellular,jul,thu,417,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1649,59,unemployed,married,basic.4y,,yes,no,cellular,jul,thu,458,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1650,52,blue-collar,married,basic.9y,,no,no,telephone,jul,fri,1492,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1651,33,technician,single,high.school,no,yes,no,cellular,jul,fri,1422,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1652,46,admin.,married,professional.course,no,no,no,cellular,jul,fri,359,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1653,56,technician,married,,,yes,no,cellular,jul,fri,86,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1654,50,admin.,married,university.degree,no,yes,no,cellular,jul,fri,127,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1655,40,technician,married,professional.course,no,no,no,cellular,jul,fri,175,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1656,27,admin.,married,university.degree,no,yes,no,cellular,jul,fri,226,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1657,33,blue-collar,married,basic.9y,no,no,no,telephone,jul,fri,286,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1658,57,admin.,single,,no,yes,no,cellular,jul,fri,153,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1659,38,technician,single,,no,no,no,cellular,jul,fri,337,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1660,42,admin.,married,high.school,no,yes,no,cellular,jul,fri,311,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1661,48,blue-collar,married,basic.4y,,no,no,cellular,jul,fri,276,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1662,53,admin.,married,university.degree,no,no,no,telephone,jul,fri,120,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1663,41,admin.,married,basic.9y,,no,no,telephone,jul,fri,259,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1664,60,technician,married,high.school,no,no,no,cellular,jul,fri,590,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1665,28,services,married,high.school,no,no,yes,cellular,jul,fri,200,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1666,31,services,married,high.school,no,no,yes,cellular,jul,fri,1319,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1667,54,admin.,married,university.degree,,no,no,cellular,jul,fri,67,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1668,52,blue-collar,married,basic.9y,,no,yes,cellular,jul,fri,432,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1669,46,student,single,,no,yes,no,telephone,jul,fri,279,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1670,56,admin.,married,university.degree,no,no,yes,cellular,jul,fri,188,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1671,28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,1369,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1672,39,admin.,married,university.degree,no,no,no,cellular,jul,fri,653,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1673,54,technician,married,basic.6y,no,yes,no,cellular,jul,mon,177,17,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1674,47,technician,single,professional.course,no,yes,no,cellular,jul,mon,108,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1675,43,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,458,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1676,50,management,divorced,university.degree,no,no,no,cellular,jul,mon,983,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1677,38,technician,married,professional.course,no,no,no,cellular,jul,mon,110,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1678,44,blue-collar,single,high.school,,no,no,cellular,jul,mon,699,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1679,58,retired,married,,,yes,no,telephone,jul,mon,121,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1680,43,services,married,basic.6y,,,,cellular,jul,mon,939,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1681,59,admin.,divorced,basic.4y,,yes,yes,cellular,jul,mon,745,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1682,44,management,married,high.school,,no,no,telephone,jul,mon,137,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1683,40,admin.,divorced,high.school,no,no,no,cellular,jul,mon,837,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1684,45,services,married,professional.course,no,yes,no,cellular,jul,mon,19,23,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1685,51,technician,married,basic.9y,,yes,no,cellular,jul,mon,114,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1686,48,services,married,high.school,,yes,no,cellular,jul,mon,193,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1687,44,management,married,high.school,,no,yes,telephone,jul,mon,73,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1688,54,management,divorced,professional.course,no,no,no,cellular,jul,mon,89,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1689,51,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,1339,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1690,43,unemployed,divorced,basic.9y,no,no,no,cellular,jul,mon,117,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1691,56,services,divorced,university.degree,no,yes,no,cellular,jul,mon,63,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1692,41,admin.,married,high.school,no,yes,yes,cellular,jul,mon,234,15,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1693,36,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,76,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1694,57,admin.,married,university.degree,no,yes,no,cellular,jul,mon,118,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1695,38,student,single,,,no,no,cellular,jul,mon,91,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1696,49,blue-collar,divorced,basic.6y,,no,no,cellular,jul,mon,1065,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1697,47,blue-collar,divorced,basic.9y,no,yes,yes,cellular,jul,mon,138,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1698,48,self-employed,married,university.degree,,no,no,cellular,jul,mon,191,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1699,39,technician,single,university.degree,,yes,no,cellular,jul,mon,267,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1700,53,retired,divorced,basic.9y,no,no,no,telephone,jul,mon,313,16,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1701,57,admin.,married,university.degree,,yes,no,cellular,jul,mon,194,24,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1702,44,technician,divorced,professional.course,no,no,yes,telephone,jul,mon,107,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1703,39,admin.,divorced,high.school,no,no,no,telephone,jul,mon,210,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1704,50,blue-collar,married,basic.9y,,yes,no,cellular,jul,tue,215,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1705,53,retired,divorced,university.degree,no,yes,no,cellular,jul,tue,62,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1706,35,admin.,single,,no,yes,no,cellular,jul,tue,95,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1707,46,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,62,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1708,53,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,118,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1709,45,housemaid,married,basic.4y,no,yes,no,cellular,jul,tue,241,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1710,46,admin.,single,university.degree,no,no,no,cellular,jul,tue,206,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1711,42,admin.,married,basic.9y,,no,yes,cellular,jul,tue,336,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1712,44,blue-collar,married,,,yes,no,cellular,jul,tue,299,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1713,54,admin.,divorced,,no,no,no,cellular,jul,tue,109,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1714,53,blue-collar,divorced,basic.4y,no,no,yes,cellular,jul,tue,446,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1715,29,services,divorced,high.school,,no,no,cellular,jul,tue,145,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1716,35,admin.,married,professional.course,no,no,no,cellular,jul,tue,735,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1717,33,admin.,married,university.degree,no,no,yes,cellular,jul,tue,255,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1718,58,housemaid,married,basic.4y,,no,no,cellular,jul,tue,533,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1719,36,technician,married,professional.course,no,no,no,cellular,jul,tue,281,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1720,60,retired,divorced,professional.course,no,no,no,cellular,jul,tue,454,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
1721,53,admin.,divorced,high.school,no,no,no,cellular,jul,tue,52,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1722,38,unemployed,married,basic.4y,,no,no,cellular,jul,tue,1058,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
1723,43,unemployed,divorced,basic.9y,no,yes,no,cellular,jul,tue,187,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1724,34,admin.,single,university.degree,,no,no,telephone,jul,tue,143,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1725,31,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,127,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1726,52,admin.,married,high.school,no,no,no,telephone,jul,tue,790,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1727,39,technician,married,university.degree,no,no,no,cellular,jul,tue,62,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1728,27,services,divorced,high.school,no,yes,no,telephone,jul,tue,129,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1729,55,blue-collar,single,basic.9y,,no,yes,cellular,jul,tue,194,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1730,28,technician,single,university.degree,,no,no,cellular,jul,tue,808,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
1731,35,services,married,high.school,no,yes,no,cellular,jul,tue,110,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1732,41,housemaid,divorced,high.school,,yes,yes,cellular,jul,tue,185,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1733,46,admin.,married,university.degree,no,no,no,cellular,jul,tue,340,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1734,30,admin.,single,university.degree,no,no,no,telephone,jul,tue,128,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1735,46,admin.,married,university.degree,no,yes,no,cellular,jul,wed,28,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1736,41,student,married,,,yes,yes,cellular,jul,wed,69,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1737,25,services,single,high.school,,yes,yes,cellular,jul,wed,843,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
