,age,education,housing,loan,month,day_of_week,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,contact_cellular,contact_telephone,contact_unknown,poutcome_failure,poutcome_nonexistent,poutcome_success
1001,33.0,2,1,1,3,1,3.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1002,54.0,3,1,1,3,1,2.0,999.0,0.0,1.4,94.0,-41.8,4.961,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1003,53.0,1,0,0,3,1,8.0,999.0,0.0,1.4,94.465,-41.8,3.0,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1004,40.0,2,0,1,3,1,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1005,30.0,3,1,1,3,1,3.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1006,40.0,1,0,0,3,1,3.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1007,26.0,1,1,1,3,1,3.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1008,33.0,2,0,0,3,1,7.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1009,33.0,3,1,1,3,1,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1010,28.0,2,0,1,3,1,3.0,999.0,0.0,1.4,94.465,-41.8,3.0,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1011,41.0,1,0,0,3,1,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1012,44.0,0,0,1,3,1,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1013,45.0,0,0,0,3,1,2.0,999.0,0.0,1.4,94.465,-40.0,4.961,5144.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1014,37.0,3,0,1,3,3,7.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1015,36.0,2,1,1,3,2,1.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1016,40.0,1,1,1,3,2,1.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1017,35.0,1,1,1,3,2,10.0,999.0,0.0,0.0,94.465,-41.8,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1018,51.0,3,1,0,3,2,2.0,999.0,0.0,1.4,94.465,-40.0,4.962,5228.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1019,27.0,0,0,1,3,2,3.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1020,31.0,2,1,1,2,2,3.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1021,35.0,3,0,1,3,2,2.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1022,56.0,3,0,1,3,2,4.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1023,31.0,1,0,1,3,2,3.0,999.0,0.0,1.4,94.465,-41.8,3.0,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1024,41.0,0,1,1,3,2,1.0,999.0,0.0,0.0,94.465,-41.8,4.962,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1025,43.0,1,0,1,3,2,1.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1026,42.0,3,0,1,3,2,1.0,999.0,0.0,1.4,94.465,-41.8,3.0,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1027,32.0,2,1,1,3,2,1.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1028,51.0,2,0,0,3,2,1.0,999.0,0.0,0.0,94.465,-41.8,4.962,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1029,43.0,1,1,1,3,2,1.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1030,33.0,3,1,1,3,2,5.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1031,24.0,2,1,1,3,2,1.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1032,28.0,3,0,1,3,2,1.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1033,28.0,3,1,1,3,2,2.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1034,41.0,3,1,1,3,2,1.0,999.0,0.0,1.4,94.465,-41.8,3.0,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1035,52.0,2,0,1,3,2,5.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1036,38.0,3,0,1,3,2,9.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1037,29.0,3,0,1,3,2,3.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1038,28.0,3,0,1,3,2,2.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1039,28.0,1,0,1,2,2,5.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1040,47.0,2,1,0,3,2,2.0,999.0,0.0,1.4,94.465,-41.8,3.0,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1041,56.0,0,0,1,3,2,2.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1042,60.0,3,0,1,2,2,3.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1043,34.0,2,0,1,3,3,11.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1044,33.0,3,0,1,3,3,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1045,46.0,3,1,1,3,3,3.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1046,35.0,3,0,1,3,3,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1047,41.0,2,0,1,3,3,1.0,999.0,0.0,0.0,94.465,-41.8,4.961,5228.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1048,50.0,3,0,1,3,3,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1049,51.0,3,0,1,3,3,2.0,999.0,0.0,1.4,94.0,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1050,48.0,1,1,1,3,3,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1051,41.0,1,1,1,3,3,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1052,38.0,3,0,1,3,3,4.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1053,46.0,1,0,1,3,3,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1054,49.0,3,0,0,3,3,1.0,999.0,0.0,0.0,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1055,40.0,3,0,1,3,3,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1056,55.0,3,0,1,3,3,3.0,999.0,0.0,1.4,94.465,-41.8,4.961,5144.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1057,29.0,2,1,1,3,3,3.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1058,27.0,1,1,1,3,3,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1059,60.0,0,0,1,3,3,3.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1060,36.0,3,0,0,3,3,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1061,53.0,3,0,1,3,3,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1062,48.0,2,1,1,3,3,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1063,40.0,1,0,1,3,3,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1064,52.0,0,0,0,3,3,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1065,56.0,3,0,1,3,3,2.0,999.0,0.0,0.0,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1066,50.0,1,1,1,3,4,2.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1067,33.0,3,0,0,3,4,7.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1068,37.0,2,1,0,3,4,2.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1069,45.0,3,1,1,3,4,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1070,40.0,3,1,0,2,4,2.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1071,29.0,1,1,1,3,4,1.0,999.0,0.0,1.4,94.465,-40.0,4.959,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1072,37.0,3,0,1,3,3,4.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1073,37.0,2,1,1,3,4,1.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1074,49.0,0,0,1,3,4,1.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1075,47.0,3,1,1,3,4,1.0,999.0,0.0,1.4,94.465,-41.8,3.0,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1076,40.0,3,0,1,3,4,1.0,999.0,0.0,0.0,94.465,-40.0,4.959,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1077,42.0,1,0,1,3,4,2.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1078,48.0,0,0,1,3,4,1.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1079,40.0,2,0,1,3,4,1.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1080,36.0,2,1,1,3,4,2.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1081,31.0,1,0,1,3,4,5.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1082,50.0,3,1,0,3,4,7.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1083,52.0,2,1,1,3,4,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1084,37.0,0,0,1,3,4,1.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1085,29.0,3,1,1,3,4,1.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1086,58.0,0,1,1,3,4,2.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1087,33.0,2,1,1,3,4,2.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1088,43.0,1,0,1,3,4,2.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1089,44.0,0,0,1,2,4,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1090,31.0,3,1,1,3,4,12.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1091,27.0,2,1,1,3,4,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1092,27.0,3,0,1,3,4,2.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1093,26.0,0,0,1,3,4,5.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1094,34.0,1,0,1,3,4,3.0,999.0,0.0,0.0,94.465,-40.0,4.959,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1095,52.0,3,1,1,3,4,13.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1096,58.0,3,1,1,3,4,3.0,999.0,0.0,1.4,94.465,-40.0,4.959,5228.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1097,35.0,3,1,1,3,4,21.0,999.0,0.0,1.4,94.465,-41.8,3.0,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1098,45.0,3,0,1,3,4,4.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1099,26.0,1,0,1,3,4,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1100,45.0,1,1,1,3,4,11.0,999.0,0.0,1.4,94.0,-41.8,4.959,5144.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1101,55.0,3,1,1,3,4,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1102,35.0,3,0,1,3,4,4.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1103,38.0,1,0,1,3,4,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1104,39.0,3,1,1,3,4,2.0,999.0,0.0,1.4,94.465,-41.8,3.0,5228.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1105,30.0,1,1,1,3,4,14.0,999.0,0.0,1.4,94.465,-41.8,3.0,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1106,23.0,0,1,1,3,4,10.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1107,45.0,1,1,1,2,4,2.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1108,32.0,2,1,1,3,3,11.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1109,51.0,3,1,1,3,4,3.0,999.0,0.0,1.4,94.0,-41.8,4.959,5228.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1110,47.0,3,1,1,3,4,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1111,40.0,3,1,1,3,4,8.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1112,47.0,1,1,1,3,4,7.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1113,46.0,2,0,0,3,4,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1114,38.0,1,0,1,3,4,4.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1115,40.0,3,0,0,3,4,4.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1116,40.0,3,0,1,3,0,2.0,999.0,0.0,1.4,94.465,-40.0,4.958,5228.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1117,39.0,3,0,1,3,0,3.0,999.0,0.0,1.4,94.465,-41.8,4.958,5228.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1118,54.0,3,0,1,3,0,2.0,999.0,0.0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1119,58.0,3,0,1,3,0,2.0,999.0,0.0,1.4,94.465,-41.8,4.958,5228.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1120,37.0,2,1,0,3,1,3.0,999.0,0.0,0.0,94.465,-41.8,4.958,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1121,40.0,3,1,1,3,2,1.0,999.0,0.0,1.4,94.465,-41.8,4.958,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1122,40.0,3,0,1,3,2,3.0,999.0,0.0,1.4,94.465,-40.0,4.958,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1123,52.0,1,1,0,3,3,3.0,999.0,0.0,1.4,94.465,-41.8,4.955,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1124,56.0,2,1,1,3,3,1.0,999.0,0.0,1.4,94.465,-41.8,4.955,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1125,36.0,0,1,1,3,3,2.0,999.0,0.0,1.4,94.465,-41.8,4.955,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1126,36.0,1,1,0,3,3,3.0,999.0,0.0,1.4,94.465,-41.8,4.955,5228.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1127,58.0,2,1,1,3,3,2.0,999.0,0.0,1.4,94.465,-41.8,4.955,5228.1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1128,34.0,3,0,1,3,3,2.0,999.0,0.0,1.4,94.465,-41.8,4.955,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1129,42.0,1,0,1,3,3,5.0,999.0,0.0,1.4,94.465,-41.8,4.955,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1130,31.0,2,1,1,3,4,6.0,999.0,0.0,1.4,94.465,-41.8,4.947,5228.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1131,40.0,2,0,1,3,4,4.0,999.0,0.0,1.4,94.465,-41.8,4.947,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1132,30.0,1,0,1,3,4,2.0,999.0,0.0,1.4,94.465,-41.8,4.947,5228.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1133,42.0,1,1,1,3,3,2.0,999.0,0.0,1.4,94.0,-41.8,4.947,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1134,35.0,3,0,1,2,0,3.0,999.0,0.0,1.4,94.465,-41.8,4.947,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1135,38.0,2,0,1,3,0,2.0,999.0,0.0,1.4,94.0,-41.8,4.947,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1136,39.0,0,0,1,3,0,1.0,999.0,0.0,1.4,94.465,-41.8,4.947,5228.1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1137,39.0,2,0,1,3,0,1.0,999.0,0.0,1.4,94.465,-41.8,4.947,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1138,54.0,1,1,1,3,0,2.0,999.0,0.0,1.4,94.465,-41.8,4.947,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1139,53.0,1,0,1,3,0,6.0,999.0,0.0,1.4,94.465,-41.8,4.947,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1140,28.0,3,0,1,4,1,1.0,999.0,0.0,1.4,93.918,-42.7,4.955,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1141,38.0,0,0,1,4,1,1.0,999.0,0.0,1.4,93.918,-42.7,4.955,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1142,47.0,0,0,1,4,1,1.0,999.0,0.0,1.4,93.918,-42.7,4.955,5228.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1143,57.0,3,1,0,2,1,1.0,999.0,0.0,1.4,93.918,-40.0,4.955,5228.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1144,41.0,3,1,1,4,1,1.0,999.0,0.0,1.4,93.918,-42.7,4.955,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1145,39.0,3,0,1,4,2,2.0,999.0,0.0,1.4,93.918,-42.7,4.956,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1146,41.0,1,0,1,4,2,5.0,999.0,0.0,1.4,93.918,-42.7,4.956,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1147,40.0,3,0,1,4,3,2.0,999.0,0.0,1.4,93.918,-42.7,4.966,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1148,29.0,3,1,1,4,3,1.0,999.0,0.0,1.4,93.918,-42.7,4.966,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
